Name of Restaurant,Location,Cuisine,Top Dishes,Price for 2,Dining Rating,Dining Rating Count,Delivery Rating,Delivery Rating Count,Features,,,,
Domino's Pizza,Old Mahabalipuram Road (OMR),"['Pizza', ' Fast Food']",Invalid,400,3.7,218,4.1,3746,"['Home Delivery', 'Indoor Seating', 'Free Parking']",,,,
Domino's Pizza,Anna Nagar East,"['Pizza', ' Fast Food']",['Pizza'],400,3.8,202,4.2,3477,"['Home Delivery', 'Free Parking', 'Indoor Seating']",,,,
Domino's Pizza,Poonamalle,"['Pizza', ' Fast Food']",Invalid,400,3.7,225,4.5,2057,"['Home Delivery', 'Indoor Seating', 'Free Parking']",,,,
Domino's Pizza,"Ascendas IT Park, Taramani","['Pizza', ' Fast Food']",['Pizza'],400,2.6,194,3.8,2518,"['Home Delivery', 'Free Parking', 'Indoor Seating']",,,,
Domino's Pizza,Vettuvankeni,"['Pizza', ' Fast Food']","['Veggie Pizza', ' Garlic Bread', ' Pizza Burger']",400,3.4,192,3.9,2904,"['Home Delivery', 'Indoor Seating', 'Catering Available']",,,,
Domino's Pizza,Kanchipuram District,"['Pizza', ' Fast Food']","['Chicken Dominator', ' Margherita Pizza']",400,3.7,177,4.1,2540,"['Home Delivery', 'Indoor Seating', 'Free Parking']",,,,
Domino's Pizza,Medavakkam,"['Pizza', ' Fast Food']",Invalid,400,3.2,173,3.7,2880,"['Home Delivery', 'Indoor Seating']",,,,
Domino's Pizza,Porur,"['Pizza', ' Fast Food']","['Pizza', ' Chocolava Cake', ' Garlic Bread']",400,3.4,144,4.6,2025,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Catering Available']",,,,
Domino's Pizza,Kanchipuram District,"['Pizza', ' Fast Food']",Invalid,400,3.7,148,4,1792,"['Home Delivery', 'Indoor Seating']",,,,
Domino's Pizza,Pallikaranai,"['Pizza', ' Fast Food']",Invalid,400,3.8,141,4.4,2282,"['Home Delivery', 'Indoor Seating']",,,,
Domino's Pizza,Porur,"['Pizza', ' Fast Food']",Invalid,400,3.8,136,None,Not enough Delivery Reviews,"['Home Delivery', 'Catering Available', 'Indoor Seating', 'Free Parking']",,,,
Domino's Pizza,"Express Avenue Mall,Royapettah","['Pizza', ' Fast Food']","['Corn Pizza', ' Garlic Bread']",400,3.3,91,None,Does not offer Delivery,"['Mall Parking', 'Indoor Seating']",,,,
Domino's Pizza,"Ampa Skywalk Mall, Aminijikarai","['Pizza', ' Fast Food']","['Pizza', ' Garlic Bread']",400,3,89,None,Does not offer Delivery,"['Mall Parking', 'Indoor Seating', 'Catering Available']",,,,
Domino's Pizza,Washermenpet,"['Pizza', ' Fast Food']",Invalid,400,3.8,108,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating']",,,,
Domino's Pizza,Kolathur,"['Pizza', ' Fast Food']",Invalid,400,2.8,64,3.9,943,"['Home Delivery', 'Free Parking', 'Indoor Seating']",,,,
Domino's Pizza,Mogappair,"['Pizza', ' Fast Food']",Invalid,400,3.6,55,4.3,2642,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Catering Available']",,,,
Domino's Pizza,"Mahindra World City, Chengalpattu","['Pizza', ' Fast Food']",Invalid,400,2.9,73,3.4,174,"['Home Delivery', 'Restricted Entry', 'Catering Available', 'Indoor Seating']",,,,
Domino's Pizza,Adambakkam,"['Pizza', ' Fast Food']",Invalid,400,2.9,35,4.4,678,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Catering Available']",,,,
Domino's Pizza,Porur,"['Pizza', ' Fast Food']",Invalid,400,3.3,64,4.3,781,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Catering Available']",,,,
Domino's Pizza,"Mayajaal Multiplex, Kanathur","['Pizza', ' Fast Food']",Invalid,400,3.6,43,4.2,904,"['Home Delivery', 'Mall Parking', 'Indoor Seating']",,,,
Domino's Pizza,Sholinganallur,"['Pizza', ' Fast Food']",Invalid,400,2.9,25,4.1,1764,"['Home Delivery', 'Catering Available', 'Indoor Seating']",,,,
Domino's Pizza,Washermenpet,"['Pizza', ' Fast Food']",Invalid,400,3.5,17,4.3,843,"['Home Delivery', 'Catering Available', 'Indoor Seating']",,,,
Domino's Pizza,Nungambakkam,"['Pizza', ' Fast Food']",Invalid,400,3.2,19,3.9,690,"['Home Delivery', 'Indoor Seating', 'Catering Available', 'Free Parking']",,,,
Domino's Pizza,"RMZ Millenia Business Park, Old Mahabalipuram Road (OMR)","['Pizza', ' Fast Food']",Invalid,400,3.1,9,3.5,112,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Catering Available']",,,,
Shree Mithai,Anna Nagar East,"['Mithai', ' Street Food', ' Fast Food']","['Chaat', ' Thali', ' Panipuri', ' Badam Milk', ' Rasmalai', ' Chole Bhature', ' Butter Naan']",300,4.4,1267,4.2,18700,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Free Parking', 'Pre-Ordering Required', 'Desserts and Bakes', 'Indoor Seating']",,,,
Shree Mithai,Nungambakkam,"['Mithai', ' Street Food', ' Fast Food']","['Chaat', ' Badam Milk', ' Bhel Puri', ' Chole Bhature', ' Pav Bhaji', ' Rasmalai', ' Panipuri']",300,4.3,378,None,Not enough Delivery Reviews,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes', 'Catering Available']",,,,
Shree Mithai,"Spencer Plaza Mall, Thousand Lights","['Mithai', ' Street Food', ' Fast Food', ' Desserts']","['Pav Bhaji', ' Chaat', ' Badam Milk', ' Panipuri', ' Dhokla', ' Bhel Puri', ' Sandwich']",200,4.1,211,None,Does not offer Delivery,"['Vegetarian Only', 'Mall Parking', 'Serves Jain Food', 'Indoor Seating', 'Desserts and Bakes', 'Self Service']",,,,
Shree Mithai,Adyar,"['Mithai', ' Street Food', ' Fast Food']","['Chaat', ' Chole Bhature', ' Sandwich', ' Farm Pizza', ' Chinese Bhel', ' Vada Pav']",300,4.1,198,4.3,4796,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Serves Jain Food', 'Desserts and Bakes']",,,,
Orange Wok,Velachery,"['Asian', ' Chinese', ' Thai', ' Malaysian']","['Noodle', ' Dragon Chicken', ' Brownie', ' Chilli Garlic Fried Rice', ' Mee Goreng', ' Paneer Satay', ' Dumplings']",1000,4.4,1302,3.9,9798,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Sports TV', 'Table booking recommended']",,,,
Orange Wok,Thuraipakkam,"['Malaysian', ' Chinese', ' Asian', ' Thai', ' Beverages', ' Momos']","['Noodle', ' Dragon Chicken', ' Bubble Tea', ' Veg Starter', ' Pineapple Soup', ' Fish', ' Brownie']",1000,4.3,504,3.3,7082,"['Home Delivery', 'Free Parking', 'Table booking recommended', 'Indoor Seating']",,,,
Orange Wok,Egatoor,"['Chinese', ' Asian', ' Thai']",Invalid,1000,3.8,93,3.9,610,"['Home Delivery', 'Free Parking', 'Table booking recommended', 'Indoor Seating']",,,,
Orange Wok,"Express Avenue Mall,Royapettah","['Chinese', ' Asian', ' Thai']",Invalid,1000,3.4,45,3.8,412,"['Home Delivery', 'Mall Parking', 'Indoor Seating']",,,,
Orange Wok,Tambaram,"['Asian', ' Chinese', ' Thai', ' Malaysian']",Invalid,1000,3.1,25,4.1,549,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Sports TV']",,,,
Orange Wok,Ramapuram,"['Chinese', ' Thai']",Invalid,1200,None,Not enough Dining Reviews,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating']",,,,
Copper Kitchen,Porur,"['North Indian', ' Chinese', ' Chettinad', ' Seafood']","['Faluda', ' Bbq Chicken', ' Brownie', ' Biryani', ' Shawarma', ' Pasta', ' Crab Soup']",1000,4.3,5073,3.9,26800,"['Home Delivery', 'Sports TV', 'Indoor Seating', 'Table booking recommended', 'Bulk Orders Accepted', 'Catering Available', 'Wifi', 'Buffet', 'Valet Parking Available']",,,,
Copper Kitchen,Kotturpuram,"['North Indian', ' Chinese', ' Chettinad', ' Seafood']","['Brownie', ' Faluda', ' Biryani', ' Bbq Chicken', ' Shawarma', ' Sea Food', ' Fish']",1000,4.3,1739,3.7,8659,"['Home Delivery', 'Indoor Seating', 'Table booking recommended', 'Bulk Orders Accepted', 'Catering Available', 'Wifi']",,,,
Copper Kitchen,Velachery,"['North Indian', ' Chinese', ' Chettinad', ' Seafood']","['Biryani', ' Faluda', ' Tandoori Chicken', ' Paratha', ' Gongura Chicken', ' Mutton Chukka', ' Bbq Chicken']",1000,4.3,814,3.6,4673,"['Home Delivery', 'Lunch Menu', 'Valet Parking Available', 'Sports TV', 'Indoor Seating', 'Table booking recommended', 'Available for Functions', 'Catering Available', 'Wifi']",,,,
Copper Kitchen,Chromepet,"['North Indian', ' Chinese', ' Chettinad', ' Seafood']",Invalid,1000,4.2,298,3.9,296,"['Home Delivery', 'Wifi', 'Buffet', 'Sports TV', 'Indoor Seating', 'Table booking recommended', 'Bulk Orders Accepted', 'Catering Available', 'Valet Parking Available']",,,,
Paradise Biryani,Perungudi,"['Biryani', ' North Indian', ' Chinese']","['Hyderabadi Biryani', ' Mutton Biryani', ' Mutton Seekh Kebab', ' Chicken Biryani', ' Butter Chicken', ' Chilli Prawns', ' Lassi']",800,4.2,5317,3.9,18200,"['Home Delivery', 'Indoor Seating']",,,,
Paradise Biryani,Porur,"['Biryani', ' North Indian', ' Chinese']","['Mutton Biryani', ' Mutton Samosa', ' Hyderabadi Biryani', ' Roti', ' Tandoori Chicken', ' Vegetable Biryani', ' Paneer Tikka']",800,4.2,2113,3.8,7940,"['Home Delivery', 'Indoor Seating']",,,,
Paradise Biryani,Poonamalle,"['Biryani', ' North Indian', ' Chinese']","['Irani Chai', ' Mutton Biryani', ' Samosa', ' Raita', ' Carrot Halwa', ' Murg Reshmi Kabab', ' Chicken Tikka']",800,4.1,293,3.7,2009,"['Home Delivery', 'Indoor Seating']",,,,
Paradise Biryani,Sholinganallur,"['Biryani', ' North Indian']",['Chicken Biryani'],550,2.9,62,3.8,2165,"['Home Delivery', 'Indoor Seating']",,,,
Paradise Biryani,Mogappair,"['Biryani', ' North Indian', ' Chinese']",Invalid,800,3.6,81,3.6,2178,"['Home Delivery', 'Indoor Seating', 'Table Reservation Not Required']",,,,
Paradise Biryani,T. Nagar,"['Biryani', ' North Indian', ' Chinese']",Invalid,800,3.1,47,3.6,483,"['Home Delivery', 'Indoor Seating']",,,,
Paradise Biryani,Porur,"['Biryani', ' North Indian', ' Chinese']",Invalid,800,2,4,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating']",,,,
Palmshore,Medavakkam,"['North Indian', ' Chinese', ' Arabian', ' BBQ', ' Biryani', ' Beverages']","['Mutton Mandi', ' Biryani', ' Brownie', ' Bbq Fish', ' Bbq Chicken', ' Prawn', ' Faluda']",1000,4.5,1942,3.8,4379,"['Home Delivery', 'Valet Parking Available', 'Indoor Seating', 'Table booking recommended', 'Bulk Orders Accepted', 'Card Upon Delivery', 'Catering Available', 'Outdoor Seating', 'Table booking for Groups', 'Available for Functions', 'Buffet']",,,,
Palmshore,Ramapuram,"['North Indian', ' Chinese', ' Arabian', ' BBQ', ' Biryani', ' Beverages']","['Fish', ' Brownie', ' Faluda', ' Murgh Platter', ' Prawn', ' Barbeque Chicken', ' Biryani']",1000,4.4,4805,4.1,17300,"['Home Delivery', 'Valet Parking Available', 'Table booking for Groups', 'Available for Functions', 'Catering Available', 'Indoor Seating', 'Table booking recommended', 'Bulk Orders Accepted']",,,,
Palmshore,Santhome,"['North Indian', ' Chinese', ' Arabian', ' BBQ', ' Biryani', ' Beverages']","['Biryani', ' Faluda', ' Sea Food', ' Bbq Chicken', ' Mutton Mandi', ' Fish', ' Pepper Chicken']",1000,4.3,3056,4.1,11100,"['Home Delivery', 'Card Upon Delivery', 'Buffet', 'Table booking for Groups', 'Valet Parking Available', 'Table booking recommended', 'Catering Available', 'Outdoor Seating', 'Available for Functions', 'Indoor Seating', 'Bulk Orders Accepted']",,,,
Palmshore,Ashok Nagar,"['North Indian', ' Chinese', ' Arabian', ' BBQ', ' Biryani', ' Beverages']","['Fish', ' Faluda', ' Prawn', ' Brownie', ' Elaneer Payasam', ' Biryani', ' Shawarma']",1000,4.3,4478,4,19800,"['Home Delivery', 'Valet Parking Available', 'Table booking recommended', 'Available for Functions', 'Catering Available', 'Indoor Seating', 'Bulk Orders Accepted', 'Buffet']",,,,
Palmshore,Koyambedu,"['North Indian', ' Chinese', ' Arabian', ' BBQ', ' Biryani', ' Beverages']",Invalid,1000,4.3,413,3.9,371,"['Home Delivery', 'Valet Parking Available', 'Indoor Seating', 'Table booking for Groups', 'Available for Functions', 'Catering Available', 'Outdoor Seating', 'Table booking recommended', 'Bulk Orders Accepted', 'Buffet']",,,,
A2B - Adyar Ananda Bhavan,Chromepet,"['South Indian', ' North Indian', ' Chinese', ' Fast Food', ' Mithai']","['Filtered Coffee', ' Pongal', ' Chaat', ' Paratha', ' Naan', ' Onion Uttapam', ' Thali']",600,2.1,472,3.7,3502,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Desserts and Bakes', 'Catering Available']",,,,
A2B - Adyar Ananda Bhavan,Adyar,"['South Indian', ' North Indian', ' Chinese', ' Fast Food', ' Mithai']","['Chaat', ' Pav Bhaji', ' Roti', ' Plain Dosa', ' Rava Dosa', ' Idiyappam', ' Vada Curry']",600,3.3,248,3.6,939,"['Breakfast', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes', 'Catering Available']",,,,
A2B - Adyar Ananda Bhavan,Adyar,"['Mithai', ' Street Food', ' Fast Food', ' Ice Cream']","['Chaat', ' Pav Bhaji', ' Coffee', ' Rasmalai', ' Paratha', ' Panneer Butter Masala', ' Kaju Katli']",300,4,575,3.9,2198,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating']",,,,
A2B - Adyar Ananda Bhavan,Porur,"['South Indian', ' North Indian', ' Chinese', ' Fast Food', ' Mithai']","['Rasmalai', ' Filtered Coffee', ' Bhel Puri', ' Paratha', ' Sandwich', ' Idli', ' Pongal']",600,3.4,167,4,209,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']",,,,
A2B - Adyar Ananda Bhavan,Tambaram,"['Mithai', ' Street Food', ' Fast Food', ' Ice Cream']","['Butter Naan', ' Panneer Butter Masala', ' Watermelon Juice', ' Vada', ' Paratha', ' Chaat', ' Coffee']",300,3.8,302,4.1,1198,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Catering Available', 'Desserts and Bakes']",,,,
A2B - Adyar Ananda Bhavan,Madipakkam,"['South Indian', ' North Indian', ' Chinese', ' Fast Food', ' Mithai']","['Noodle', ' Curd Rice']",600,2.8,219,3.9,3164,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Catering Available', 'Desserts and Bakes']",,,,
A2B - Adyar Ananda Bhavan,Anna Nagar West,"['South Indian', ' North Indian', ' Chinese', ' Fast Food', ' Mithai']","['Rasmalai', ' Paratha', ' Filtered Coffee', ' Pongal', ' Pav Bhaji', ' Naan', ' Chaat']",600,3.6,212,4.3,935,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Catering Available', 'Desserts and Bakes', 'Free Parking', 'Pre-Ordering Required', 'Table Reservation Not Required', 'Indoor Seating']",,,,
A2B - Adyar Ananda Bhavan,Potheri,"['South Indian', ' North Indian', ' Chinese', ' Fast Food', ' Mithai']","['Naan', ' Biryani', ' Pongal', ' Masala Dosa']",600,3.1,222,4.1,3503,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Table reservation required', 'Desserts and Bakes', 'Pre-Ordering Required']",,,,
A2B - Adyar Ananda Bhavan,Pallikaranai,"['South Indian', ' North Indian', ' Chinese', ' Fast Food', ' Mithai']","['Naan', ' Coffee']",600,2.6,121,3.7,134,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",,,,
A2B - Adyar Ananda Bhavan,T. Nagar,"['Mithai', ' Street Food', ' Fast Food', ' Ice Cream']","['Coffee', ' Pav Bhaji', ' Chaat', ' Cheese Sandwich', ' Masala Dosa', ' Badam Milk', ' Naan']",300,3,153,4.5,88,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Table booking recommended', 'Desserts and Bakes', 'Pre-Ordering Required', 'Catering Available']",,,,
A2B - Adyar Ananda Bhavan,Anna Nagar East,"['South Indian', ' North Indian', ' Chinese', ' Fast Food', ' Mithai']","['Filtered Coffee', ' Chaat', ' Pav Bhaji', ' Sandwich', ' Paratha']",600,3.5,136,4.2,914,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Catering Available', 'Table Reservation Not Required', 'Pre-Ordering Required', 'Indoor Seating', 'Desserts and Bakes']",,,,
A2B - Adyar Ananda Bhavan,Perambur,"['Mithai', ' Street Food', ' Fast Food', ' Ice Cream']","['Naan', ' Panneer Butter Masala', ' Coffee', ' Rasmalai']",300,3.8,178,4.4,86,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Catering Available', 'Desserts and Bakes']",,,,
A2B - Adyar Ananda Bhavan,Avadi,"['South Indian', ' North Indian', ' Chinese', ' Fast Food', ' Mithai']","['Panneer Butter Masala', ' Butter Naan']",600,3.1,186,3.4,59,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes']",,,,
A2B - Adyar Ananda Bhavan,Vadapalani,"['Mithai', ' Street Food', ' Fast Food', ' Ice Cream']","['Pav Bhaji', ' Chaat', ' Filtered Coffee']",300,3.7,138,3.8,57,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Desserts and Bakes', 'Catering Available']",,,,
A2B - Adyar Ananda Bhavan,Porur,"['Mithai', ' Street Food', ' Fast Food', ' Ice Cream']",['Coffee'],300,3,119,3.9,52,"['Breakfast', 'Home Delivery', 'Free Parking', 'Pre-Ordering Required', 'Desserts and Bakes', 'Indoor Seating']",,,,
A2B - Adyar Ananda Bhavan,Mahabalipuram,"['Mithai', ' Street Food', ' Fast Food', ' Ice Cream']","['Filtered Coffee', ' Thali', ' Paratha', ' Pongal', ' Chaat', ' Rasmalai', ' Idli']",300,2.8,107,None,Not enough Delivery Reviews,"['Breakfast', 'Vegetarian Only', 'Indoor Seating', 'Catering Available', 'Desserts and Bakes']",,,,
A2B - Adyar Ananda Bhavan,Purasavakkam,"['Mithai', ' Street Food', ' Fast Food', ' Ice Cream']","['Rasmalai', ' Coffee', ' Chaat', ' Masala Dosa']",300,3.5,121,3.9,55,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Catering Available', 'Desserts and Bakes']",,,,
A2B - Adyar Ananda Bhavan,Koyambedu,"['South Indian', ' North Indian', ' Chinese', ' Fast Food', ' Mithai']","['Pongal', ' Coffee', ' Thali']",600,3.4,113,None,Not enough Delivery Reviews,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Pre-Ordering Required', 'Desserts and Bakes', 'Catering Available', 'Table booking recommended']",,,,
A2B - Adyar Ananda Bhavan,Triplicane,"['South Indian', ' North Indian', ' Chinese', ' Fast Food', ' Mithai']","['Coffee', ' Bhel Puri', ' Paratha', ' Chips', ' Ghee Dosa']",600,3.2,126,3.8,48,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Catering Available', 'Desserts and Bakes', 'Pre-Ordering Required']",,,,
A2B - Adyar Ananda Bhavan,Washermenpet,"['Mithai', ' Street Food', ' Fast Food', ' Ice Cream']",['Chaat'],300,3.7,138,None,Does not offer Delivery,"['Breakfast', 'Vegetarian Only', 'Indoor Seating', 'Catering Available', 'Table Reservation Not Required', 'Desserts and Bakes']",,,,
A2B - Adyar Ananda Bhavan,Mylapore,"['Mithai', ' Street Food', ' Fast Food', ' Ice Cream']","['Chaat', ' Cheese Pav Bhaji']",300,3,84,None,Does not offer Delivery,"['Breakfast', 'Vegetarian Only', 'Indoor Seating', 'Catering Available', 'Pre-Ordering Required', 'Desserts and Bakes']",,,,
A2B - Adyar Ananda Bhavan,Pallavaram,"['Mithai', ' Street Food', ' Fast Food', ' Ice Cream']",Invalid,300,3.7,102,3.9,57,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Table booking recommended', 'Desserts and Bakes']",,,,
A2B - Adyar Ananda Bhavan,Nanganallur,"['Mithai', ' Street Food', ' Fast Food', ' Ice Cream']",Invalid,300,3.2,91,None,Not enough Delivery Reviews,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes']",,,,
A2B - Adyar Ananda Bhavan,Ashok Nagar,"['Mithai', ' Street Food', ' Fast Food', ' Ice Cream']","['Coffee', ' Paratha']",300,3.6,85,None,Not enough Delivery Reviews,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes']",,,,
A2B - Adyar Ananda Bhavan,Saidapet,"['Mithai', ' Street Food', ' Fast Food', ' Ice Cream']","['Bhel Puri', ' Panipuri']",300,2.9,63,None,Does not offer Delivery,"['Breakfast', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes', 'Pre-Ordering Required', 'Catering Available']",,,,
A2B - Adyar Ananda Bhavan,Nungambakkam,"['Mithai', ' Street Food', ' Fast Food', ' Ice Cream']","['Chaat', ' Mysore Pak']",300,3.1,75,None,Not enough Delivery Reviews,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Catering Available', 'Desserts and Bakes', 'Pre-Ordering Required']",,,,
A2B - Adyar Ananda Bhavan,Royapuram,"['Mithai', ' Street Food', ' Fast Food', ' Ice Cream']",Invalid,300,3.3,73,None,Not enough Delivery Reviews,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Table booking recommended', 'Desserts and Bakes', 'Pre-Ordering Required']",,,,
A2B - Adyar Ananda Bhavan,Mogappair,"['Mithai', ' Street Food', ' Fast Food', ' Ice Cream']","['Vada', ' Pongal']",300,3.4,79,None,Not enough Delivery Reviews,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Catering Available', 'Desserts and Bakes']",,,,
A2B - Adyar Ananda Bhavan,Vettuvankeni,"['Mithai', ' Street Food', ' Fast Food', ' Ice Cream']",Invalid,300,3.6,60,None,Does not offer Delivery,"['Breakfast', 'Vegetarian Only', 'Indoor Seating', 'Catering Available', 'Desserts and Bakes']",,,,
A2B - Adyar Ananda Bhavan,Perambur,"['Mithai', ' Street Food', ' Fast Food', ' Ice Cream']",Invalid,300,3.6,76,None,Not enough Delivery Reviews,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Table Reservation Not Required', 'Indoor Seating', 'Desserts and Bakes']",,,,
